avggift,lastgife,pgift,ampergift,response
11.12,0,0.14,13.33,0
10.2,13,0.17,9.5,0
13.33,15,0.14,15,1
6.37,3,0.25,6.43,0
7.38,10,0.19,10,0
12.12,15,0.15,12.33,1
9,15,0.11,12,0
10.33,14,0.18,12.2,0
11,13,0.19,11,0
15.67,25,0.09,18.5,0
15.33,10,0.21,16.88,0
11.67,15,0.11,11.67,1
11.12,10,0.57,12.5,1
20,25,0.14,23.33,0
9,12,0.25,9.83,0
19.29,15,0.15,15,0
4.29,10,0.32,8.67,0
23.14,35,0.12,31,1
15,15,0.08,15,0
14.2,32,0.21,32,0
14,25,0.16,16.5,0
15,15,0.08,15,0
11.44,15,0.14,15,0
15,25,0.11,15,1
4.11,6,0.44,5.71,0
13.5,15,0.21,18,1
7,10,0.42,8.67,0
10.36,17,0.18,16,0
15,15,0.07,15,0
15.33,30,0.1,20.5,0
8.33,5,0.22,9,1
26.64,30,0.23,32,0
15,20,0.16,20,1
9.85,13,0.29,13.25,0
4.62,5,0.3,5,1
20,20,0.1,20,0
9,12,0.21,9,0
8.68,12,0.2,11,0
22.5,25,0.07,25,0
4.73,5,0.24,5.67,0
7,10,0.2,10,0
13,15,0.11,15,0
12,13,0.14,12,1
15,15,0.08,15,0
15,15,0.06,15,0
9,15,0.15,13.5,0
6.57,10,0.21,6.57,0
14.56,32,0.24,28.17,0
8,10,0.12,9,0
8.42,14,0.24,14,1
15,15,0.08,15,0
12.4,20,0.18,15,0
6.64,6,0.17,7.2,0
5.52,5,0.34,5.8,1
9.18,11,0.22,9.81,0
16.2,25,0.1,25,0
14.75,20,0.11,18.5,0
14.67,18,0.13,18,0
13.33,20,0.08,15,0
200,200,0.03,200,1
7.33,7,0.14,7.33,1
4.47,10,0.28,10,0
5.48,10,0.41,10,0
12.5,15,0.09,15,0
8,12,0.22,11.33,1
9.67,16,0.11,13,0
9.78,25,0.15,25,1
10.6,15,0.12,13.5,0
6.67,10,0.12,6.67,0
8.5,4,0.17,12,1
61.67,140,0.07,82.5,0
17.5,15,0.08,15,0
11.8,20,0.12,15,0
13.12,3.75E+01,0.12,15.83,0
10.71,10,0.16,11.25,0
21,50,0.14,33.33,0
21.67,25,0.08,25,0
25,25,0.06,25,0
5.36,5,0.22,6.4,1
9.8,13,0.14,11,0
15.18,20,0.17,20.25,0
8.07,13,0.21,11.5,0
13,20,0.12,15.67,1
25,25,0.06,25,0
7,5,0.26,7.5,0
35.71,50,0.17,40,0
20,20,0.08,20,0
17.83,36,0.11,36,0
12.5,20,0.09,12.5,1
10,15,0.09,12.5,0
9.25,7,0.11,9.25,0
9,12,0.51,10.67,0
4.82,5,0.28,5,0
6.93,10,0.26,6.5,0
11.57,21,0.12,18,0
15,20,0.06,20,0
9.28,5,0.21,8.4,0
27.92,50,0.34,50,0
8.71,12,0.2,11,0
11.95,14,0.28,12,1
8.18,15,0.19,11,0
16.67,20,0.11,16.67,0
12.44,25,0.14,25,0
6,7,0.32,4.67,0
16,17,0.1,16,0
9.6,18,0.2,15,0
15,20,0.09,15,0
15,25,0.09,15,0
9.94,12,0.23,11,0
11.8,20,0.12,17,0
10.33,15,0.1,13,0
19.13,50,0.23,27,0
12.5,15,0.09,12.5,0
11.4,17,0.11,14,0
10.2,15,0.14,12.5,0
15,25,0.1,15,0
4.83,10,0.38,7.5,0
25,25,0.06,25,0
13.33,15,0.09,15,0
3.33,5,0.36,3.5,0
6.5,8,0.17,6.5,1
11.33,15,0.14,0,0
4.5,5,0.36,5.4,0
12.43,20,0.16,17.5,0
16,20,0.1,16,0
24,30,0.11,27.5,0
14.38,25,0.19,22.5,1
12.5,15,0.09,12.5,0
18.8,25,0.15,25,0
13,16,0.14,16,0
20,20,0.07,20,0
9.4,15,0.1,15,0
15,20,0.08,15,0
14.11,25,0.13,23.33,0
4.09,3,0.23,4.17,1
18.75,25,0.09,25,0
5.38,5,0.2,6,0
4.33,5,0.26,5.33,0
11.33,20,0.19,20,0
11.67,10,0.2,12.5,1
8.17,12,0.18,12,0
19,20,0.15,30,0
13.17,20,0.27,19,0
25,25,0.07,25,0
8.75,10,0.15,10,0
11.5,10,0.15,15,0
11.73,15,0.19,15.25,0
11.44,5,0.15,6.67,0
50,50,0.1,50,0
12.33,15,0.12,12.33,1
12.22,20,0.24,14.29,0
9.6,11,0.27,10.62,0
9.92,11,0.27,11.8,1
21.67,25,0.12,21.67,0
7.88,12,0.22,10.4,1
11.67,15,0.11,11.67,0
10.6,21,0.26,20,0
16.17,25,0.11,25,0
13,15,0.11,15,0
5.47,8,0.29,8,1
5.79,10,0.44,8.67,1
3.39,5,0.28,5,0
20,20,0.06,20,0
16.25,20,0.33,16.67,0
7.26,9,0.29,9.67,0
11,16,0.13,15,0
21.67,25,0.12,21.67,0
9.82,10,0.2,11.33,0
15,15,0.08,0,0
20,20,0.07,20,0
7.43,10,0.21,8,0
20,20,0.14,20,0
5.43,5,0.23,6,0
9,15,0.12,11,0
5.69,5,0.16,5.83,0
8,15,0.12,9,1
4.78,5,0.2,5.5,1
4.12,5,0.3,4.6,0
14,15,0.19,15,0
5.52,10,0.29,10,1
6.29,10,0.16,7,1
6.12,5,0.24,5.8,1
11.67,16,0.15,18,0
20,20,0.08,20,0
12.86,21,0.14,21,0
26,27,0.09,27,0
9.89,10,0.15,15,0
12,22,0.13,21,0
9.92,15,0.24,11.4,0
20,20,0.11,20,1
4.76,10,0.32,8.33,0
6.5,10,0.16,6.67,0
8.65,10,0.27,10,1
11.4,10,0.22,10,0
22.5,25,0.08,22.5,0
13.38,20,0.16,18,0
9.38,10,0.2,10,0
9.33,10,0.26,10,0
15.11,25,0.17,22.5,0
5.25,5,0.14,5.25,0
7,11,0.13,7,0
3.38,2,0.32,3.29,0
7.83,16,0.18,13,0
10.21,12,0.35,10.62,1
10.33,15,0.1,13,0
11.3,11,0.18,11.33,0
8.44,10,0.25,10,0
11,12,0.15,11.33,1
11,20,0.1,20,0
10.25,10,0.21,14.25,0
27.5,30,0.08,27.5,0
23.33,25,0.08,40,0
24.67,40,0.11,38,0
18.75,25,0.08,25,0
20.67,20,0.12,20.67,0
20,20,0.08,20,0
16.67,18,0.12,16.67,0
10.81,11,0.27,11.17,0
25,25,0.06,25,0
8,9,0.28,8.29,0
9.56,10,0.21,11.2,0
4.87,5,0.23,5.6,1
6.31,15,0.35,15,0
16,6,0.12,21,1
3.55,3,0.35,3.6,1
11,17,0.12,14.33,1
13.33,20,0.09,15,0
12.91,21,0.16,20,0
21.25,25,0.14,21.25,0
15,15,0.08,15,0
25,25,0.07,25,1
9.75,10,0.31,11.25,0
16.33,21,0.15,21,0
20,20,0.07,20,0
25,25,0.07,25,0
6,6,0.38,6.38,0
6.2,9,0.24,7.67,0
35,40,0.09,0,0
13.17,25,0.12,22.5,0
17.74,1.77E+01,0.08,17.74,0
9.33,11,0.39,10,0
8.33,15,0.09,10,0
20,20,0.08,20,0
5.58,20,0.19,20,0
9,16,0.15,10.5,0
12.8,10,0.13,16,0
15,15,0.06,15,0
12.33,20,0.12,18,0
10,25,0.12,25,0
4.79,7,0.2,6,0
15,15,0.07,15,0
5.65,5,0.27,5,0
8.28,10,0.28,11.2,1
10,15,0.1,12.5,0
3.48,15,0.49,7.2,0
20,20,0.13,20,0
9.33,20,0.09,20,0
5.17,4,0.4,8.5,0
14.33,25,0.1,20,0
17.5,25,0.07,17.5,0
6.88,12,0.31,8.33,0
8.25,10,0.15,8.25,0
8.44,10,0.23,12.67,0
19.75,20,0.14,23,0
6.36,7,0.2,5.6,0
5.06,7,0.24,6.5,0
17.14,20,0.13,17.5,0
16.11,21,0.21,20.5,0
3.5,3,0.29,3.14,0
6.29,8,0.18,6.8,0
14,10,0.12,17,0
17.6,25,0.15,21.67,0
11.25,20,0.12,13.33,0
10.93,19,0.2,18,0
6.93,15,0.23,15,0
12.4,10,0.19,12.5,0
9.76,10,0.39,14.25,1
9.71,20,0.14,16,0
15,15,0.08,15,0
6.3,15,0.32,15,0
61.4,100,0.2,95.5,0
13.5,15,0.13,13.5,0
2.73,5,0.7,4.29,0
20,20,0.08,20,0
13.8,15,0.19,13.8,1
8,10,0.2,8.5,0
5.07,10,0.25,11,0
4.15,5,0.34,5.71,0
10.57,10,0.14,13.33,0
28.54,47,0.17,44,1
20,20,0.07,20,0
6.17,4,0.45,6.89,0
7.82,7,0.19,10.25,0
12.5,15,0.12,15,1
12.64,16,0.2,15,0
16.58,0,0.36,20.2,0
15.33,20,0.08,18,0
10.67,12,0.14,10.67,1
13.48,20,0.38,15,0
18,18,0.08,18,0
6.36,8,0.23,8,0
6.6,6,0.24,6.75,1
8.71,10,0.41,9.4,1
6,3,0.19,7.5,1
48.92,50,0.11,50,0
10,10,0.17,10,0
5,5,0.26,5,0
9,15,0.13,12.33,1
15.56,25,0.2,21,0
6.36,9,0.23,7.67,0
2.32,2.50E+00,0.4,2.62,1
5.45,10,0.27,10,0
7.67,11,0.15,7.67,1
20,20,0.06,20,0
9.44,16,0.16,15,0
13.36,25,0.15,0,0
8.33,9,0.18,9,0
14,17,0.17,17,0
6.23,10,0.32,7.25,0
9.57,15,0.16,13,0
37.4,52,0.14,44.25,0
17,21,0.17,17,0
8.38,20,0.25,16.67,0
8,10,0.23,9.57,0
17.5,25,0.13,17.5,0
7.6,13,0.23,13,0
9,15,0.21,11.83,0
7.36,11,0.21,9.5,1
11.57,15,0.16,13.75,0
12.35,15,0.49,12.5,0
8,11,0.23,9.33,0
8.92,10,0.18,11,0
3.4,6,0.26,4.5,1
25,25,0.07,25,0
20,20,0.06,20,0
25,25,0.07,25,0
13.67,16,0.09,16,0
16.25,20,0.11,20,0
25.75,39,0.14,36.5,0
6.67,5,0.21,6.67,0
16.27,15,0.18,20,0
10.13,15,0.2,15,0
9,15,0.1,15,0
11.5,15,0.1,15,1
10.5,25,0.12,15,0
98.79,300,0.12,150,1
7.5,20,0.11,20,0
15,15,0.16,15,0
13.17,25,0.16,16.25,0
18.33,27,0.1,27,0
6.29,15,0.2,10.5,0
5.27,7,0.45,5.4,0
10,15,0.1,15,0
15,20,0.09,15,0
25,25,0.06,25,0
10.5,20,0.12,15,0
11,16,0.23,15,0
10.67,20,0.08,20,0
14.14,13,0.19,13.8,0
9.23,10,0.3,8.33,0
12.4,10,0.21,10,0
27.28,38,0.23,38,1
23,25,0.08,0,0
10.5,12,0.17,11.6,0
16.83,27,0.11,24.5,0
11.55,15,0.16,15,0
5.78,7,0.27,6.43,1
4.59,7,0.26,5.4,1
22.78,40,0.12,37.5,0
15.43,20,0.13,20,0
9,15,0.12,12.5,0
10.29,13,0.25,11.67,0
7.32,11,0.38,8.5,1
14.86,18,0.14,16.67,0
15.13,15,0.21,13.33,0
9.14,10,0.16,11.25,0
15,20,0.11,15,0
12.57,10,0.29,10,0
5.68,10,0.51,10.33,0
5.91,8,0.29,6.22,0
16.67,20,0.12,16.67,0
11.92,18,0.18,18,1
13.67,21,0.27,17.5,0
10.86,10,0.2,11,0
13,30,0.26,25,1
9.8,15,0.1,15,0
13.11,10,0.21,13.2,1
17.29,10,0.21,10,0
27.67,31,0.09,27.67,0
22.14,25,0.12,25,0
10.5,20,0.18,20,0
6.44,10,0.23,8.2,0
12.33,15,0.1,15,0
25.53,30,0.25,30,0
6.75,10,0.26,7.5,0
13.33,15,0.17,15,0
10.4,10,0.16,16,0
30,30,0.07,30,0
10,15,0.09,10,0
14.25,25,0.12,22.5,0
7.48,10,0.33,8.33,0
15,15,0.11,15,0
20,20,0.08,20,0
15,15,0.09,15,0
6.29,14,0.23,13,0
19.25,25,0.14,24,0
4.97,5,0.46,5.09,1
7.6,10,0.16,8.67,0
12.5,20,0.09,12.5,0
5.83,6,0.25,5.8,0
9,10,0.18,10.67,0
7.92,11,0.19,9.5,0
3.93,5,0.36,5.67,0
10.22,17,0.15,16,0
14.29,20,0.17,15.5,0
11.14,20,0.25,12.5,0
11,10,0.22,11,0
5.48,10,0.35,9.25,0
7.17,5,0.13,7.67,1
7.36,14,0.22,13,0
5.8,10,0.33,9,0
11.33,17,0.1,17,1
8.33,10,0.21,7.5,0
5.09,5,0.33,5.25,1
12.33,25,0.13,12.33,0
15,15,0.07,15,0
4.57,7,0.25,5.67,1
10.31,14,0.24,12.67,0
15,20,0.13,22.5,1
5,5,0.29,5,0
9.17,10,0.21,8.75,0
4.29,5,0.29,5,0
7.14,12,0.18,12,1
14,15,0.17,15,1
7.67,0,0.28,9.17,0
26.43,50,0.14,39.5,0
13,20,0.2,20,0
8.21,10,0.21,11.5,1
15,15,0.08,15,0
8.8,10,0.32,10,0
19.25,23,0.12,21,1
5.32,7.50E+00,0.23,6.9,0
8.71,13,0.28,13,0
25,25,0.07,25,0
9.14,15,0.17,12.5,0
10.33,15,0.14,13,0
18,26,0.08,18,0
16.88,25,0.21,25,0
16.25,25,0.13,18.33,1
20,20,0.07,20,0
4.5,5,0.29,5.57,0
16.5,25,0.09,16.5,1
8.78,21,0.15,21,0
14.36,20,0.85,15.75,1
15,15,0.07,15,0
7.7,10,0.16,12.5,0
5.55,5,0.28,6.25,0
30,30,0.07,30,0
10,20,0.15,20,0
15.83,15,0.13,20,0
6.5,12,0.22,10.67,0
5,5,0.24,5.29,0
9.33,15,0.13,11.67,1
12.5,20,0.1,12.5,0
9.4,5,0.11,10,0
6.24,5,0.35,8.33,0
19.5,25,0.09,25,0
12.5,15,0.12,15,0
16,17,0.08,16,1
11,17,0.13,17,0
12.78,10,0.34,11,0
8.5,15,0.12,12.5,1
9,12,0.15,10.5,0
6.17,10,0.19,6,0
11.5,20,0.21,20,0
11.8,17,0.11,16,0
12.2,20,0.11,20,1
14.7,25,0.14,25,0
7.5,10,0.23,10,1
12.33,17,0.08,17,0
11.9,15,0.15,15,0
8.81,13,0.29,12,0
18.6,25,0.11,21.5,0
7.84,15,0.25,13.5,0
20,20,0.06,20,0
23.98,25,0.5,25,0
15,20,0.09,15,0
12.5,15,0.08,12.5,0
20,25,0.08,25,0
25,25,0.06,25,0
6.8,10,0.22,8.6,1
21,35,0.08,35,0
16.17,30,0.12,30,0
5.22,15,0.16,12.5,0
16,17,0.08,16,0
7.85,5,0.44,10.33,0
11.17,12,0.17,10.67,0
4.33,5,0.53,5,0
9.78,10,0.23,10.29,1
9.89,12,0.17,12.67,0
12.1,20,0.19,17,0
5.92,10,0.19,11,0
13.6,30,0.31,23,1
20,20,0.07,20,1
14.33,23,0.2,20,0
5.33,5,0.27,5.5,0
8.27,10,0.3,9.67,0
32.5,50,0.06,50,0
5.17,3,0.34,5.5,1
8.4,15,0.16,15,0
14,20,0.13,14,0
10,15,0.15,12.67,0
15,15,0.08,15,0
5.33,3,0.18,3,0
6.71,5,0.28,9.33,0
11.5,15,0.17,14.5,0
26,30,0.16,30,0
12.5,20,0.09,12.5,0
5.53,10,0.22,9,0
13,25,0.29,25,0
8.42,15,0.21,11,0
10,10,0.19,10.33,0
13.38,17,0.13,17,0
6.62,9,0.28,7.57,0
20,20,0.07,20,0
22,25,0.17,21.25,0
13.5,30,0.2,24.33,0
13.82,16,0.2,15,1
8.33,15,0.15,13.5,0
6.15,10,0.19,8.33,1
20,20,0.1,20,0
8.14,10,0.35,8.71,0
7.5,19,0.14,11,0
13.27,10,0.17,15,0
17.7,30,0.11,27.5,1
12.75,20,0.1,17.5,1
17.5,25,0.09,17.5,0
10.33,10,0.29,12,0
15,15,0.08,15,0
7,10,0.21,7,0
12.5,15,0.1,12.5,0
9.14,12,0.19,12.67,0
10.56,10,0.26,10,0
7.53,20,0.24,14.33,1
13.8,17,0.12,15.67,0
8.22,9,0.39,9.44,1
15,20,0.08,20,1
10.44,11,0.26,11.5,0
13.5,20,0.13,16.25,0
12.5,13,0.13,12.5,0
10.67,12,0.19,11,0
20,20,0.07,20,0
20.75,28,0.13,28,0
19.5,31,0.14,31,0
12.62,15,0.14,17.75,0
17.5,20,0.08,20,1
20,20,0.06,20,0
15,20,0.08,15,0
9.71,15,0.21,15,0
20,20,0.08,0,1
22.5,25,0.08,22.5,0
6.21,5,0.34,7.8,0
8.38,10,0.2,7.5,0
11.25,15,0.11,12.5,0
9.82,15,0.23,14,0
20,20,0.07,20,0
19,15,0.1,25,0
12.5,20,0.1,12.5,0
14.57,25,0.12,25,0
13.83,15,0.2,13.33,0
12.62,20,0.2,10.8,0
4.79,5,0.51,6.78,0
4.14,5,0.51,4.78,0
7.67,10,0.18,8,0
4.57,6,0.25,4.67,0
17.22,15,0.17,20,0
13.75,20,0.11,15,1
6.45,9,0.31,7,0
13.82,15,0.16,15,0
20,20,0.07,20,0
10,15,0.1,10,0
8.45,25,0.18,18,0
20,20,0.06,20,0
17.23,30,0.19,23,0
10,15,0.11,10,0
13.89,25,0.13,19,0
7.92,10,0.18,7.25,0
25,25,0.06,25,0
15,15,0.08,0,0
11.67,15,0.09,0,0
5.25,3,0.2,6,0
11.05,15,0.34,17.5,0
9.2,10,0.17,9.2,0
7.5,15,0.17,14,1
7.8,9,0.2,8.25,0
4.36,4,0.45,4.36,0
10.67,20,0.12,10.67,0
11.4,15,0.12,14,1
15,15,0.1,15,0
13,26,0.12,13,0
50,50,0.05,50,0
26.75,21,0.11,21,0
25.64,26,0.31,26.5,0
10.21,11,0.19,15.5,0
18,21,0.09,18,0
6.9,8,0.32,6.75,0
11.5,20,0.12,3,0
11.67,10,0.09,20,1
9.33,16,0.27,9.89,0
12.69,10,0.31,10,1
8.44,10,0.14,10.5,0
11.29,15,0.13,15,1
4.21,5,0.42,5,0
4.38,5,0.32,7.33,0
16.64,20,0.19,20,0
9.2,12,0.19,10,0
16.4,20,0.1,20,1
10.67,10,0.14,10.67,0
12.11,18,0.15,18,1
7.89,9,0.28,9.5,1
17.2,0,0.16,15.33,0
12.92,17,0.2,20,0
23.75,35,0.08,35,0
17.18,20,0.22,16.67,1
11.67,15,0.13,12.5,0
5.06,10,0.24,10,0
6.33,8,0.28,7,0
20,20,0.08,20,0
10,12,0.18,11.8,0
12.33,15,0.13,12.33,0
11.2,12,0.22,11.2,1
26.67,25,0.46,25,1
6.67,6,0.37,7.2,0
15,15,0.07,15,0
13.09,21,0.15,21,0
11.8,25,0.12,22.5,0
9.36,0,0.14,0,0
10.29,10,0.16,11.67,0
5.5,5,0.3,6.17,0
25.92,40,0.19,36,0
22.5,25,0.09,22.5,0
5,10,0.26,8.5,1
11.24,5,0.29,8,0
13.62,24,0.31,16.75,0
16.88,20,0.1,20,0
9.35,30,0.28,30,0
10,15,0.11,10,0
11.75,20,0.12,14,0
11.68,12,0.24,12,0
12.5,15,0.11,12.5,0
32.5,40,0.08,40,0
10.09,12,0.18,12,0
12.33,15,0.08,13.5,0
7.44,12,0.27,12,0
8.96,11,0.28,9.75,0
12,16,0.14,15,0
9.85,12,0.2,10.67,1
15,15,0.07,15,1
25,25,0.07,25,0
53,53,0.07,53,0
32.86,10,0.12,10,0
5.1,5,0.29,5.25,0
24.14,26,0.13,26,0
13.88,10,0.17,19.67,1
6.44,10,0.25,10,0
10,15,0.16,13.33,0
20,20,0.08,20,0
9.58,20,0.21,11.67,0
15,15,0.09,15,1
10.83,20,0.12,20,0
12.33,15,0.12,13.5,1
5,10,0.4,10,0
4.5,5,0.28,5,0
9,6,0.25,9.86,0
14,20,0.14,0,0
26.1,50,0.19,35.83,0
15.14,15,0.3,15.29,1
12.78,42,0.23,16.33,0
10.92,13,0.28,12.5,0
12.62,17,0.15,17.33,1
7.18,7,0.61,8.33,0
7.25,10,0.17,6.33,0
20.91,20,0.17,18.33,0
3.62,3,0.36,4.75,0
10.62,14,0.21,12,1
9.27,12,0.18,11,1
10.67,12,0.19,12,0
4.06,5,0.37,4.33,0
25,25,0.06,25,0
8.5,20,0.12,13.5,1
7.62,15,0.3,15,1
13.64,10,0.23,13,0
7.67,15,0.12,15,0
10.67,16,0.11,16,0
10.4,15,0.12,15,0
13.14,15,0.16,19.5,0
10,10,0.12,10,1
20,20,0.06,20,0
13,16,0.1,15,0
8.89,16,0.15,15.5,0
15,15,0.08,15,0
9.83,17,0.12,9.83,0
12.5,20,0.09,12.5,0
6.85,8,0.39,9,0
15,15,0.08,15,0
6,15,0.15,15,0
10.33,15,0.1,13,0
10.14,13,0.19,11.8,1
10,15,0.09,10,0
12.7,16,0.2,16,0
2.35,5,0.38,5,0
8.61,12,0.21,12,0
25,25,0.07,25,0
10.36,10,0.21,10,0
15,15,0.08,15,1
12.75,10,0.25,21,1
7.8,10,0.21,8.25,0
6.21,10,0.22,7.6,0
43,66,0.07,57,0
26.25,20,0.11,29,1
15,15,0.07,15,0
15,20,0.11,15,0
10.6,5,0.22,12.5,1
4.33,5,0.36,5.5,0
15,15,0.08,15,0
7.93,10,0.26,7.67,1
20,20,0.07,20,0
6.5,10,0.2,8.75,0
15,15,0.07,15,0
8.19,15,0.25,15,0
8.83,10,0.19,10,1
16.06,10,0.21,10,0
10.36,50,0.37,21,0
13.67,21,0.07,21,0
50,50,0.08,50,0
6.11,10,0.21,7.4,0
10.5,16,0.09,10.5,0
10.58,10,0.2,10,0
4.36,5,0.16,5.5,0
5.5,5,0.16,6.67,0
8.5,13,0.22,11.5,0
10.2,16,0.13,16,0
4.58,20,0.2,3,0
9.31,11,0.15,10.75,0
10.47,16,0.32,11.22,0
8.18,15,0.19,12.33,0
10.33,15,0.1,13,0
5.58,10,0.22,5.25,0
12.57,19,0.15,16.5,0
15,15,0.08,15,0
21.25,20,0.14,25,0
10.33,16,0.1,13,0
9.21,10,0.24,10,0
20,20,0.08,20,1
7.71,10,0.22,8.33,0
17,17,0.12,16,0
23.97,25,0.83,25,0
8,5,0.16,8,1
4.73,8,0.43,7.33,1
8.73,15,0.23,11.67,1
9.59,10,0.33,11.86,0
10.86,15,0.2,12.17,1
8.1,10,0.2,7.67,0
20,20,0.06,20,0
7.5,10,0.34,10,0
7.75,11,0.24,11,0
8.67,11,0.2,8.67,0
9,15,0.1,9,1
5.38,5,0.32,6.2,1
4.27,5,0.29,5,0
10,0,0.11,12.5,0
9.08,15,0.19,15,0
6.83,10,0.28,10,0
14.7,20,0.16,20,0
8.36,9,0.26,8.83,0
12.6,25,0.14,9.33,1
13.48,31,0.37,20.67,0
14,20,0.12,14,1
6.83,20,0.34,12.33,1
8.57,15,0.13,15,0
11,0,0.06,11.5,1
11.89,10,0.28,19.6,0
6.75,12,0.19,11.33,1
14.5,15,0.19,15.33,0
11.67,15,0.1,15,0
4.4,20,0.26,17.5,0
16,10,0.2,13.75,1
20,20,0.06,20,0
18.4,25,0.12,19,0
20,20,0.08,20,0
15,15,0.06,15,0
6.41,6,0.3,8.17,1
10.5,15,0.15,12.5,0
10.81,10,0.23,11.5,1
13.4,20,0.09,20,0
8.44,11,0.22,9.5,1
12.4,20,0.1,20,1
20,20,0.1,20,0
10.33,16,0.17,14.67,0
6.17,10,0.21,6.4,0
10.18,15,0.17,15,0
15,15,0.08,15,0
13,25,0.23,22.5,0
8.44,15,0.23,13.33,0
10.41,20,0.41,14.57,0
12,15,0.22,15,0
4.93,3,0.22,5,0
9.73,9,0.3,9.8,0
9.67,20,0.12,15,0
20,20,0.08,20,0
11.14,15,0.19,13.6,0
20,20,0.07,20,0
5.87,10,0.22,7.5,1
9.73,15,0.23,14,1
20,15,0.21,21,0
20,15,0.11,20,0
4.38,10,0.32,8,1
10,20,0.14,12.67,1
9.5,12,0.19,11.75,0
6.88,10,0.22,6.67,0
11.33,20,0.17,17.5,1
32.12,35,0.12,30,0
19.38,20,0.2,20,0
10.07,14,0.13,11,0
6.25,5,0.24,8.33,0
4.47,5,0.29,5.29,0
12.5,15,0.09,12.5,0
7.62,8,0.57,8.62,1
15,15,0.12,15,0
8.68,10,0.24,10,0
5.36,8,0.27,8.67,0
5.3,10,0.29,5.17,0
11.75,13,0.16,11.75,0
7.23,10,0.24,10,0
15,15,0.14,15,0
3.04,3,0.44,3.57,0
12.6,16,0.09,13.67,0
6.83,15,0.2,7,0
25,25,0.06,25,0
15,15,0.07,15,0
13,20,0.12,15,0
9.87,20,0.4,17.14,0
25,25,0.07,25,0
15,20,0.08,15,0
13,20,0.13,20,0
6.69,10,0.41,9,0
10,13,0.18,12.6,1
15,15,0.07,15,0
18,18,0.08,18,0
24,27,0.12,24,0
5.45,10,0.53,9.8,0
6.27,5,0.25,6.83,0
6.85,10,0.48,9,0
7.6,10,0.25,8.83,0
12.33,25,0.24,22.5,0
7.33,5,0.25,9,0
4.74,10,0.34,5.88,0
25,25,0.07,25,0
10,15,0.09,10,0
9.75,10,0.32,12.5,0
9.33,12,0.3,12,0
20,20,0.06,20,1
12.2,16,0.13,13.67,0
14,18,0.12,18,0
9.45,13,0.24,13.4,1
20,20,0.06,20,0
25,25,0.06,25,0
11.75,18,0.1,16.5,0
11.6,10,0.19,13,1
11,17,0.12,13,0
3.52,10,0.4,5.25,0
5.38,0,0.2,5.2,0
11.94,20,0.46,18.57,0
20,30,0.08,20,0
4.71,5,0.25,4.5,0
6.25,10,0.17,6,0
15.33,16,0.12,15.33,0
15,15,0.12,15,0
10.82,14,0.41,15.5,0
11.86,15,0.2,15,1
16.25,15,0.12,20,1
7.62,10,0.5,9,0
14.38,15,0.18,15,0
8.33,10,0.14,8.33,0
14,20,0.22,16.25,0
15.5,20,0.11,20,1
12.69,15,0.23,12.22,0
16.67,20,0.08,20,0
8.67,18,0.13,8.67,0
7,15,0.23,9.67,0
14.2,16,0.11,13,1
11.5,6,0.14,15,1
8.38,9,0.69,8.25,0
10.58,15,0.31,13,1
10.5,15,0.1,13,0
16.82,20,0.16,20,0
10.88,15,0.14,15,0
8.15,10,0.3,10.6,0
6.56,8,0.28,8,0
9.87,17,0.21,17,0
12.64,20,0.24,17,0
14.67,18,0.1,17,0
9.31,12,0.23,11,1
15,15,0.08,15,0
10.67,20,0.11,13.5,0
4.76,4,0.25,5.5,1
12.5,20,0.09,12.5,0
7.4,6,0.15,9,0
8.71,20,0.21,9.33,0
12.67,16,0.1,14,0
8.3,15,0.12,12,1
15,15,0.08,15,0
9.78,15,0.23,10.67,0
25,25,0.08,25,0
9,12,0.15,12,0
10.71,21,0.16,19,1
12.4,16,0.11,16,0
6.8,6,0.19,7.33,0
5.62,8,0.25,7.17,0
6.9,10,0.33,9.83,0
24.22,29,0.13,29,0
3,3,0.24,3.5,0
28.75,25,0.1,32.5,0
10.67,20,0.16,19,0
14.29,19,0.12,19,0
25,25,0.08,0,0
4.44,6,0.27,3.8,0
9.9,20,0.16,12.5,0
9.59,12,0.36,12.67,0
5.48,5,0.34,6.33,0
22.88,26,0.14,26,1
9.17,10,0.24,13,0
8.86,12,0.2,10.75,0
11.67,10,0.18,8.75,0
12.18,20,0.16,17.5,0
5.8,6,0.25,5.75,1
6.7,7,0.27,8.75,0
13,16,0.1,16,1
12,20,0.13,16,0
8.92,14,0.37,9.12,0
15.2,20,0.09,20,0
7.57,0,0.17,0,0
8.09,5,0.29,0,1
10,15,0.11,10,0
5,5,0.26,5,0
4.5,7,0.22,5.5,0
7.9,14,0.18,13,0
10.87,20,0.2,17,0
15.25,20,0.16,18.33,0
11.88,10,0.15,13.75,0
19.11,30,0.26,30,0
15.5,6,0.14,25,0
30,30,0.05,30,0
18.75,21,0.1,20,0
22,25,0.13,25,1
7.29,8,0.37,8.25,0
7.58,10,0.24,10,1
11.33,6,0.19,14.25,1
15,20,0.09,15,0
9.6,12,0.13,12.67,0
8.82,10,0.31,10,0
12.91,12,0.19,10.67,0
15,20,0.06,20,0
11.33,25,0.14,25,0
11,17,0.1,17,0
9.91,15,0.21,12.5,0
13,16,0.1,13,0
6.12,5,0.23,6.29,0
10.12,15,0.15,14,1
7,7,0.16,6.75,1
15,25,0.07,15,0
25,25,0.06,25,0
16.83,21,0.21,16.5,0
